,La Paz,Cochabamba,Santa Cruz,Oruro,Potosi,Tarija,Chuquisaca,Beni,Pando
2022-05-22,0.024,0.001,,0.006,0.286,0.100,1.000,,0.000
2022-05-23,0.008,0.022,,0.000,0.062,0.006,0.005,,0.111
2022-05-24,0.013,0.031,,0.004,0.071,0.031,0.268,0.000,
2022-05-25,0.014,0.014,,0.008,0.000,0.039,0.091,0.018,
2022-05-26,0.022,0.010,0.045,0.013,0.025,0.022,0.035,0.000,0.029
2022-05-27,0.014,0.034,0.069,0.003,0.068,0.011,0.024,0.012,0.000
2022-05-28,0.016,0.024,0.259,0.008,0.028,0.047,0.043,0.000,
2022-05-29,0.067,0.083,0.049,0.022,0.000,0.071,0.014,0.000,0.286
2022-05-30,0.021,0.017,0.129,0.000,0.017,0.115,0.020,0.000,0.000
2022-05-31,0.034,0.032,0.047,0.000,0.077,0.028,0.013,0.018,0.167
2022-06-01,0.027,0.039,0.041,0.005,0.050,0.190,0.018,0.000,0.231
2022-06-02,0.027,0.029,0.056,0.004,0.015,0.040,0.039,0.000,0.000
2022-06-03,0.031,0.037,0.052,0.009,0.017,0.065,0.039,0.016,0.000
2022-06-04,0.054,0.043,0.059,0.017,0.022,0.065,0.041,0.014,0.000
2022-06-05,0.063,,,0.008,0.033,0.036,0.020,0.000,0.000
2022-06-06,0.029,,,0.014,0.000,0.086,0.046,0.005,0.000
2022-06-07,0.030,0.050,,0.004,0.024,0.030,0.035,,0.000
2022-06-08,0.033,0.036,,0.003,0.000,0.165,0.038,,0.034
2022-06-09,0.038,0.043,0.086,0.005,0.034,0.051,0.033,0.000,0.000
2022-06-10,0.040,0.031,,0.006,0.000,0.039,0.047,,0.040
2022-06-11,0.057,0.041,,0.003,0.011,0.019,0.050,,0.286
2022-06-12,0.079,0.044,,0.008,0.045,0.056,0.048,0.000,0.000
2022-06-13,0.064,0.033,,0.000,0.000,0.087,0.040,0.000,0.029
2022-06-14,0.045,0.031,0.088,0.005,0.017,0.022,0.088,0.000,0.167
2022-06-15,0.066,0.038,0.081,0.015,0.006,0.028,0.084,0.167,0.000
2022-06-16,0.079,0.052,0.109,0.010,0.052,0.083,0.068,0.050,1.000
2022-06-17,0.085,0.052,0.112,0.000,0.026,0.017,0.101,0.011,0.048
2022-06-18,0.088,0.065,0.112,0.000,0.019,0.038,0.058,0.012,0.000
2022-06-19,0.093,0.061,0.095,0.010,,0.000,0.028,0.111,0.000
2022-06-20,0.102,0.082,0.128,0.000,0.043,0.037,0.057,0.053,0.000
2022-06-21,0.080,0.087,0.134,0.012,0.056,0.044,0.105,0.250,0.000
2022-06-22,0.079,0.094,0.159,0.005,0.016,0.051,0.111,0.030,0.027
2022-06-23,0.071,0.086,0.158,0.079,0.062,0.058,0.175,1.000,0.019
2022-06-24,0.086,0.097,0.193,0.019,0.024,0.160,0.102,0.020,0.083
2022-06-25,0.105,0.125,0.159,0.052,0.089,0.045,0.219,0.076,
2022-06-26,0.108,0.076,0.165,0.040,,0.062,0.168,0.182,
2022-06-27,0.106,0.109,0.182,0.000,0.000,0.111,0.148,0.053,0.033
2022-06-28,0.155,0.131,,0.032,0.077,0.116,,0.253,0.066
2022-06-29,0.122,0.149,,0.025,0.058,0.060,,0.137,0.190
2022-06-30,0.096,0.173,0.183,0.045,0.115,0.117,0.197,0.238,0.162
2022-07-01,0.126,0.163,0.191,0.032,0.130,0.185,0.228,0.269,0.243
2022-07-02,0.164,0.203,0.218,0.012,0.116,0.202,0.194,0.321,0.308
2022-07-03,0.100,0.175,0.173,0.065,0.300,0.104,0.207,0.324,0.250
2022-07-04,0.165,0.218,0.223,0.012,0.152,0.172,0.253,0.369,0.431
2022-07-05,0.191,0.222,0.212,0.051,0.298,0.201,0.246,0.379,0.291
2022-07-06,0.145,0.281,0.235,0.126,0.192,0.262,0.317,0.331,0.406
2022-07-07,0.172,0.269,0.267,0.141,0.302,0.353,0.240,0.317,0.422
2022-07-08,0.161,0.263,0.259,0.075,0.225,0.374,0.289,0.410,0.506
2022-07-09,0.166,0.355,0.297,0.142,0.209,0.241,0.378,0.332,0.462
